system;query;index;selected-ir;;;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;14;41;index;0.0243902439;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;15;2891;index;0.0003459011;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;16;350;index;0.0028571429;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;17;783;index;0.0012771392;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;18;1834;index;0.0005452563;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;19;729;index;0.0013717421;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;20;652;index;0.0015337423;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;21;617;index;0.0016207455;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;22;39;index;0.0256410256;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;23;1415;index;0.0007067138;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;24;503;index;0.0019880716;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;25;66;index;0.0151515152;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;26;234;index;0.0042735043;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;27;1929;index;0.0005184033;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;28;579;index;0.0017271157;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\FileZilla;29;875;index;0.0011428571;0.0047091779
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;1;2451;index;0.0004079967;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;2;1857;index;0.000538503;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;3;1981;index;0.0005047956;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;4;1954;index;0.0005117707;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;5;3502;index;0.0002855511;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;6;3236;index;0.0003090235;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;7;173;index;0.0057803468;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;8;478;index;0.0020920502;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;9;2705;index;0.0003696858;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;10;2150;index;0.0004651163;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;11;913;index;0.0010952903;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;12;3046;index;0.0003282994;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;13;3510;index;0.0002849003;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;14;832;index;0.0012019231;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;15;1086;index;0.0009208103;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;16;1740;index;0.0005747126;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\ATunes;17;2536;index;0.0003943218;0.0009450057
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;1;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;2;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;3;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;4;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;5;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;6;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;7;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;8;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;9;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;10;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;11;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;12;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;13;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;14;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;15;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;16;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Adempiere;17;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;1;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;2;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;3;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;4;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;5;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;6;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;7;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;8;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;9;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;10;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;11;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;12;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;13;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;14;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;15;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;16;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;17;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;18;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;19;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;20;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;21;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;22;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;23;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;24;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;25;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;26;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;27;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;28;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;29;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;30;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;31;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;32;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;33;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;34;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;35;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;36;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;37;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;38;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;39;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;40;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;41;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;42;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;43;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;44;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;45;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;46;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;47;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;48;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;49;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;50;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;51;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;52;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;53;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;54;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;55;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;56;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;57;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;58;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;59;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;60;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;61;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;62;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;63;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;64;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;65;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;66;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;67;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;68;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;69;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;70;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;71;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;72;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;73;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;74;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;75;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;76;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;77;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;78;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;79;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;80;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;81;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;82;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;83;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;84;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;85;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;86;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;87;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;88;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;89;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;90;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;91;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;92;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;93;2147483647;index;4.6566128752458E-010;
