system;query;index;selected-ir;;;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Derby;96;1250;index;0.0008;0.012592174
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;526;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;552;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;561;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;564;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;565;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;569;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;576;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;580;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;583;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;602;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;604;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;610;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;614;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;625;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;630;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;632;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;641;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Mahout;678;2147483647;index;4.6566128752458E-010;4.6566128752458E-010
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;41788;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;42538;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;43294;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;46921;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;50799;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;51988;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52003;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52022;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52033;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52040;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52097;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52099;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52103;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52125;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JMeter;52129;2147483647;index;4.6566128752458E-010;4.6566128752458E-010
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;1;281;index;0.0035587189;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;2;6214;index;0.0001609269;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;3;1376;index;0.0007267442;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;4;5997;index;0.00016675;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;5;1262;index;0.000792393;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;6;5813;index;0.0001720282;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;7;4854;index;0.0002060157;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;8;3636;index;0.0002750275;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;9;1692;index;0.0005910165;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;10;1292;index;0.0007739938;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;11;1982;index;0.0005045409;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;12;3509;index;0.0002849815;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;13;649;index;0.001540832;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;14;3690;index;0.0002710027;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;15;618;index;0.001618123;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;16;5599;index;0.0001786033;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;17;1018;index;0.0009823183;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\JEdit;18;246;index;0.0040650407;0.0009371698
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;12118;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;13069;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;13926;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;15277;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;16787;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;17707;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;18761;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;19307;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;19686;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;19691;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;19976;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;21062;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;22696;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;22809;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;23140;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;30644;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Eclipse;31779;2147483647;index;4.6566128752458E-010;4.6566128752458E-010
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;1;205;index;0.0048780488;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;2;314;index;0.0031847134;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;3;822;index;0.001216545;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;4;7195;index;0.0001389854;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;5;515;index;0.0019417476;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;6;2177;index;0.0004593477;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;7;1634;index;0.0006119951;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;8;1055;index;0.0009478673;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;9;312;index;0.0032051282;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;10;2929;index;0.0003414135;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;11;1218;index;0.0008210181;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;12;2381;index;0.0004199916;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;13;4929;index;0.0002028809;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;14;3205;index;0.0003120125;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;15;2584;index;0.0003869969;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;16;2921;index;0.0003423485;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;17;678;index;0.0014749263;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;18;673;index;0.0014858841;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;19;1983;index;0.0005042864;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;20;3805;index;0.0002628121;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;21;906;index;0.0011037528;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;22;7501;index;0.0001333156;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\WinMerge;23;6719;index;0.0001488317;0.0010662978
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;1;1331;index;0.0007513148;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;2;979;index;0.0010214505;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;3;1039;index;0.0009624639;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;4;2921;index;0.0003423485;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;5;507;index;0.0019723866;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;6;2920;index;0.0003424658;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;7;1591;index;0.0006285355;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;8;2138;index;0.0004677268;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;9;2778;index;0.0003599712;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;10;6969;index;0.0001434926;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;11;9980;index;0.0001002004;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;12;6803;index;0.000146994;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;13;1866;index;0.0005359057;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;14;1613;index;0.0006199628;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;15;1692;index;0.0005910165;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;16;4865;index;0.0002055498;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;17;506;index;0.0019762846;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;18;5323;index;0.000187864;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;19;5040;index;0.0001984127;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;20;3174;index;0.0003150599;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;21;1134;index;0.0008818342;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;24;62;index;0.0161290323;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;25;20674;index;4.83699332494921E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;26;23362;index;4.28045544045887E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;27;285;index;0.0035087719;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;28;3298;index;0.0003032141;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;29;3429;index;0.0002916302;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;30;9518;index;0.0001050641;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;31;13284;index;7.52785305630834E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;32;5932;index;0.0001685772;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;33;3;index;0.3333333333;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;34;21301;index;4.69461527627811E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;35;10661;index;9.37998311603039E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;36;26;index;0.0384615385;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;37;895;index;0.0011173184;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;38;1757;index;0.000569152;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;39;14984;index;6.67378537106247E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;40;11063;index;9.03913947392208E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;41;23193;index;4.31164575518475E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;42;318;index;0.0031446541;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;43;10057;index;9.94332305856617E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;44;5521;index;0.0001811266;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;45;831;index;0.0012033694;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;46;23028;index;4.34253951710961E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;47;12874;index;7.76759359950287E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;48;968;index;0.0010330579;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;49;22588;index;4.4271294492651E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;50;20844;index;4.79754365764728E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;51;2220;index;0.0004504505;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;52;13050;index;7.66283524904214E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;53;7966;index;0.0001255335;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;54;2094;index;0.0004775549;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;55;19212;index;5.20508015823444E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;56;6269;index;0.0001595151;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;57;169;index;0.0059171598;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;58;24204;index;4.13154850437944E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;59;6270;index;0.0001594896;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;60;25073;index;3.9883540063016E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;61;3564;index;0.0002805836;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;62;1846;index;0.0005417118;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;63;411;index;0.00243309;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;64;26981;index;3.70631184907898E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;65;4438;index;0.0002253267;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;66;33;index;0.0303030303;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;67;26518;index;3.77102345576589E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;68;21822;index;4.58253139034002E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;69;69;index;0.0144927536;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;70;6605;index;0.0001514005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;71;1625;index;0.0006153846;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;72;2879;index;0.0003473428;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;73;482;index;0.0020746888;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;74;616;index;0.0016233766;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;75;83;index;0.0120481928;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;76;21981;index;4.54938355852782E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;77;20980;index;4.76644423260248E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;78;1016;index;0.000984252;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;79;28043;index;3.56595228755839E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;80;12786;index;7.82105427811669E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;81;8128;index;0.0001230315;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;82;3495;index;0.000286123;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;83;3161;index;0.0003163556;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;84;4323;index;0.0002313208;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;85;3403;index;0.0002938584;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;86;5058;index;0.0001977066;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;87;3627;index;0.00027571;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;88;3496;index;0.0002860412;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;89;27580;index;3.62581580855692E-005;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;90;4553;index;0.0002196354;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;91;8133;index;0.0001229559;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;92;13776;index;0.00007259;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;93;2147483647;index;4.6566128752458E-010;
C:\Users\ojcchar\Documents\Temp\ir_proj\LSI;Data\Lucene;94;2147483647;index;4.6566128752458E-010;0.0053209917
