system;query;lda;selected-ir;R-Rank;M-R-Rank
JMeter;52129;74;lda;0.0135135135;0.0201664504
JEdit;1;456;lda;0.0021929825;
JEdit;2;2147483647;lda;4.6566128752458E-010;
JEdit;3;82;lda;0.012195122;
JEdit;4;185;lda;0.0054054054;
JEdit;5;218;lda;0.004587156;
JEdit;6;2147483647;lda;4.6566128752458E-010;
JEdit;7;2147483647;lda;4.6566128752458E-010;
JEdit;8;125;lda;0.008;
JEdit;9;6;lda;0.1666666667;
JEdit;10;69;lda;0.0144927536;
JEdit;11;464;lda;0.0021551724;
JEdit;12;286;lda;0.0034965035;
JEdit;13;38;lda;0.0263157895;
JEdit;14;2147483647;lda;4.6566128752458E-010;
JEdit;15;69;lda;0.0144927536;
JEdit;16;30;lda;0.0333333333;
JEdit;17;224;lda;0.0044642857;
JEdit;18;114;lda;0.0087719298;0.0170316587
WinMerge;1;42;lda;0.0238095238;
WinMerge;2;2147483647;lda;4.6566128752458E-010;
WinMerge;3;221;lda;0.0045248869;
WinMerge;4;23;lda;0.0434782609;
WinMerge;5;323;lda;0.0030959752;
WinMerge;6;920;lda;0.0010869565;
WinMerge;7;989;lda;0.0010111223;
WinMerge;8;482;lda;0.0020746888;
WinMerge;9;316;lda;0.003164557;
WinMerge;10;76;lda;0.0131578947;
WinMerge;11;2147483647;lda;4.6566128752458E-010;
WinMerge;12;2147483647;lda;4.6566128752458E-010;
WinMerge;13;347;lda;0.0028818444;
WinMerge;14;168;lda;0.005952381;
WinMerge;15;2147483647;lda;4.6566128752458E-010;
WinMerge;16;2147483647;lda;4.6566128752458E-010;
WinMerge;17;1638;lda;0.0006105006;
WinMerge;18;478;lda;0.0020920502;
WinMerge;19;434;lda;0.0023041475;
WinMerge;20;207;lda;0.0048309179;
WinMerge;21;2;lda;0.5;
WinMerge;22;912;lda;0.0010964912;
WinMerge;23;32;lda;0.03125;0.0281053131
OpenJPA;1;148;lda;0.0067567568;
OpenJPA;2;30;lda;0.0333333333;
OpenJPA;3;2147483647;lda;4.6566128752458E-010;
OpenJPA;4;4501;lda;0.0002221729;
OpenJPA;5;4522;lda;0.0002211411;
OpenJPA;6;2147483647;lda;4.6566128752458E-010;
OpenJPA;7;452;lda;0.0022123894;
OpenJPA;8;6923;lda;0.000144446;
OpenJPA;9;179;lda;0.0055865922;
OpenJPA;10;2147483647;lda;4.6566128752458E-010;
OpenJPA;11;27344;lda;3.65710942071387E-005;
OpenJPA;12;2147483647;lda;4.6566128752458E-010;
OpenJPA;13;176;lda;0.0056818182;
OpenJPA;14;146;lda;0.0068493151;
OpenJPA;15;157;lda;0.0063694268;
OpenJPA;16;2147483647;lda;4.6566128752458E-010;
OpenJPA;17;8319;lda;0.0001202068;
OpenJPA;18;2147483647;lda;4.6566128752458E-010;
OpenJPA;19;5090;lda;0.0001964637;
OpenJPA;20;1856;lda;0.0005387931;
OpenJPA;21;1298;lda;0.000770416;
OpenJPA;22;6083;lda;0.0001643926;
OpenJPA;23;3293;lda;0.0003036745;
OpenJPA;24;2759;lda;0.0003624502;
OpenJPA;25;136;lda;0.0073529412;
OpenJPA;26;70;lda;0.0142857143;
OpenJPA;27;135;lda;0.0074074074;
OpenJPA;28;6175;lda;0.0001619433;
OpenJPA;29;2147483647;lda;4.6566128752458E-010;
OpenJPA;30;4274;lda;0.0002339729;
OpenJPA;31;2147483647;lda;4.6566128752458E-010;
OpenJPA;32;22348;lda;4.47467334884553E-005;
OpenJPA;33;2147483647;lda;4.6566128752458E-010;
OpenJPA;34;39;lda;0.0256410256;
OpenJPA;35;157;lda;0.0063694268;
OpenJPA;36;2147483647;lda;4.6566128752458E-010;
OpenJPA;37;219;lda;0.00456621;
OpenJPA;38;838;lda;0.0011933174;
OpenJPA;39;212;lda;0.0047169811;
OpenJPA;40;41;lda;0.0243902439;
OpenJPA;41;36;lda;0.0277777778;
OpenJPA;42;11;lda;0.0909090909;
OpenJPA;43;2147483647;lda;4.6566128752458E-010;
OpenJPA;44;1688;lda;0.0005924171;
OpenJPA;45;2147483647;lda;4.6566128752458E-010;
OpenJPA;46;743;lda;0.001345895;
OpenJPA;47;1176;lda;0.0008503401;
OpenJPA;48;2147483647;lda;4.6566128752458E-010;
OpenJPA;49;10541;lda;9.48676596148373E-005;
OpenJPA;50;119;lda;0.0084033613;
OpenJPA;51;4330;lda;0.0002309469;
OpenJPA;52;101;lda;0.0099009901;
OpenJPA;53;60;lda;0.0166666667;
OpenJPA;54;232;lda;0.0043103448;
OpenJPA;55;6630;lda;0.0001508296;
OpenJPA;56;4001;lda;0.0002499375;
OpenJPA;57;2147483647;lda;4.6566128752458E-010;
OpenJPA;58;3880;lda;0.000257732;
OpenJPA;59;8150;lda;0.0001226994;
OpenJPA;60;2147483647;lda;4.6566128752458E-010;
OpenJPA;61;2147483647;lda;4.6566128752458E-010;
OpenJPA;62;25008;lda;3.99872040946897E-005;
OpenJPA;63;2147483647;lda;4.6566128752458E-010;
OpenJPA;64;4898;lda;0.000204165;
OpenJPA;65;4851;lda;0.0002061431;
OpenJPA;66;2207;lda;0.0004531038;
OpenJPA;67;4685;lda;0.0002134472;
OpenJPA;68;315;lda;0.0031746032;
OpenJPA;69;2801;lda;0.0003570154;
OpenJPA;70;219;lda;0.00456621;
OpenJPA;71;681;lda;0.0014684288;
OpenJPA;72;4611;lda;0.0002168727;
OpenJPA;73;2147483647;lda;4.6566128752458E-010;
OpenJPA;74;5804;lda;0.000172295;
OpenJPA;75;2147483647;lda;4.6566128752458E-010;
OpenJPA;76;764;lda;0.0013089005;
OpenJPA;77;330;lda;0.003030303;
OpenJPA;78;2147483647;lda;4.6566128752458E-010;
OpenJPA;79;1018;lda;0.0009823183;
OpenJPA;80;2593;lda;0.0003856537;
OpenJPA;81;1517;lda;0.0006591958;
OpenJPA;82;224;lda;0.0044642857;
OpenJPA;83;85;lda;0.0117647059;
OpenJPA;84;36;lda;0.0277777778;
OpenJPA;85;2313;lda;0.000432339;
OpenJPA;86;151;lda;0.0066225166;
OpenJPA;87;2287;lda;0.000437254;
OpenJPA;88;2147483647;lda;4.6566128752458E-010;
OpenJPA;89;2769;lda;0.0003611412;
OpenJPA;90;2147483647;lda;4.6566128752458E-010;
OpenJPA;91;2147483647;lda;4.6566128752458E-010;
OpenJPA;92;15489;lda;6.45619471883272E-005;
OpenJPA;93;2147483647;lda;4.6566128752458E-010;
OpenJPA;94;2147483647;lda;4.6566128752458E-010;
OpenJPA;95;494;lda;0.0020242915;
OpenJPA;96;108;lda;0.0092592593;
OpenJPA;97;2147483647;lda;4.6566128752458E-010;
OpenJPA;98;11356;lda;8.80591757661148E-005;
OpenJPA;99;2147483647;lda;4.6566128752458E-010;0.0041296266
FileZilla;1;361;lda;0.0027700831;
FileZilla;2;115;lda;0.0086956522;
FileZilla;3;145;lda;0.0068965517;
FileZilla;4;165;lda;0.0060606061;
FileZilla;5;433;lda;0.0023094688;
FileZilla;6;2;lda;0.5;
FileZilla;7;691;lda;0.001447178;
FileZilla;8;46;lda;0.0217391304;
FileZilla;9;2147483647;lda;4.6566128752458E-010;
FileZilla;10;185;lda;0.0054054054;
FileZilla;11;17;lda;0.0588235294;
FileZilla;12;189;lda;0.0052910053;
FileZilla;13;2147483647;lda;4.6566128752458E-010;
FileZilla;14;274;lda;0.003649635;
FileZilla;15;834;lda;0.0011990408;
FileZilla;16;62;lda;0.0161290323;
FileZilla;17;2147483647;lda;4.6566128752458E-010;
FileZilla;18;2147483647;lda;4.6566128752458E-010;
FileZilla;19;26;lda;0.0384615385;
FileZilla;20;125;lda;0.008;
FileZilla;21;10;lda;0.1;
FileZilla;22;20;lda;0.05;
FileZilla;23;44;lda;0.0227272727;
FileZilla;24;50;lda;0.02;
FileZilla;25;434;lda;0.0023041475;
FileZilla;26;10;lda;0.1;
FileZilla;27;589;lda;0.0016977929;
FileZilla;28;188;lda;0.0053191489;
FileZilla;29;2147483647;lda;4.6566128752458E-010;0.0341009042
Derby;1;5895;lda;0.0001696353;
Derby;2;14502;lda;0.000068956;
Derby;3;4470;lda;0.0002237136;
Derby;4;3949;lda;0.0002532287;
Derby;5;3020;lda;0.0003311258;
Derby;6;4309;lda;0.0002320724;
Derby;7;2147483647;lda;4.6566128752458E-010;
Derby;8;14020;lda;7.13266761768902E-005;
Derby;9;3932;lda;0.0002543235;
Derby;10;2147483647;lda;4.6566128752458E-010;
Derby;11;6915;lda;0.0001446132;
Derby;12;865;lda;0.0011560694;
Derby;13;896;lda;0.0011160714;
Derby;14;2975;lda;0.0003361345;
Derby;15;317;lda;0.0031545741;
Derby;16;591;lda;0.0016920474;
Derby;17;669;lda;0.0014947683;
Derby;18;587;lda;0.0017035775;
Derby;19;177;lda;0.0056497175;
Derby;20;2307;lda;0.0004334634;
Derby;21;2037;lda;0.000490918;
Derby;22;2147483647;lda;4.6566128752458E-010;
Derby;23;17684;lda;5.65482922415743E-005;
Derby;24;2147483647;lda;4.6566128752458E-010;
Derby;25;15178;lda;6.58848333113717E-005;
Derby;26;729;lda;0.0013717421;
Derby;27;450;lda;0.0022222222;
Derby;28;60;lda;0.0166666667;
Derby;29;21532;lda;4.64425041798254E-005;
Derby;30;324;lda;0.0030864198;
Derby;31;3095;lda;0.0003231018;
Derby;32;3905;lda;0.0002560819;
Derby;33;1475;lda;0.0006779661;
Derby;34;706;lda;0.0014164306;
Derby;35;4091;lda;0.000244439;
Derby;36;1366;lda;0.0007320644;
Derby;37;11991;lda;8.3395880243516E-005;
Derby;38;15349;lda;6.51508241579256E-005;
Derby;39;5534;lda;0.0001807011;
Derby;40;1143;lda;0.0008748906;
Derby;41;147;lda;0.0068027211;
Derby;42;933;lda;0.0010718114;
Derby;43;15574;lda;6.42095800693464E-005;
Derby;44;24452;lda;4.08964501881237E-005;
Derby;45;2546;lda;0.000392773;
Derby;46;2148;lda;0.0004655493;
Derby;47;1601;lda;0.0006246096;
Derby;48;1023;lda;0.0009775171;
Derby;49;439;lda;0.0022779043;
Derby;50;640;lda;0.0015625;
Derby;51;5936;lda;0.0001684636;
Derby;52;2147483647;lda;4.6566128752458E-010;
Derby;53;1381;lda;0.000724113;
Derby;54;861;lda;0.0011614402;
Derby;55;97;lda;0.0103092784;
Derby;56;76;lda;0.0131578947;
Derby;57;96;lda;0.0104166667;
Derby;58;2147483647;lda;4.6566128752458E-010;
Derby;59;2147483647;lda;4.6566128752458E-010;
Derby;60;2147483647;lda;4.6566128752458E-010;
Derby;61;137;lda;0.0072992701;
Derby;62;181;lda;0.0055248619;
Derby;63;162;lda;0.0061728395;
Derby;64;1337;lda;0.0007479432;
Derby;65;1423;lda;0.0007027407;
Derby;66;917;lda;0.0010905125;
Derby;67;15662;lda;6.38488060273273E-005;
Derby;68;6023;lda;0.0001660302;
Derby;69;851;lda;0.0011750881;
Derby;70;654;lda;0.001529052;
Derby;71;1586;lda;0.000630517;
Derby;72;887;lda;0.0011273957;
Derby;73;129;lda;0.007751938;
Derby;74;6;lda;0.1666666667;
Derby;75;7420;lda;0.0001347709;
Derby;76;2147483647;lda;4.6566128752458E-010;
Derby;77;4559;lda;0.0002193463;
Derby;78;5007;lda;0.0001997204;
Derby;79;1342;lda;0.0007451565;
Derby;80;1643;lda;0.0006086427;
Derby;81;2955;lda;0.0003384095;
Derby;82;640;lda;0.0015625;
Derby;83;688;lda;0.0014534884;
Derby;84;79;lda;0.0126582278;
Derby;85;420;lda;0.0023809524;
Derby;86;322;lda;0.0031055901;
Derby;87;194;lda;0.0051546392;
Derby;88;506;lda;0.0019762846;
Derby;89;1726;lda;0.0005793743;
Derby;90;716;lda;0.001396648;
Derby;91;12387;lda;8.07297973682086E-005;
Derby;92;17125;lda;5.83941605839416E-005;
Derby;93;2147483647;lda;4.6566128752458E-010;
Derby;94;1028;lda;0.0009727626;
Derby;95;2146;lda;0.0004659832;
Derby;96;1618;lda;0.000618047;0.0034679501
Adempiere;1;2895;lda;0.0003454231;
Adempiere;2;567;lda;0.0017636684;
Adempiere;3;2147483647;lda;4.6566128752458E-010;
Adempiere;4;309;lda;0.003236246;
Adempiere;5;13;lda;0.0769230769;
Adempiere;6;452;lda;0.0022123894;
Adempiere;7;112;lda;0.0089285714;
Adempiere;8;238;lda;0.0042016807;
Adempiere;9;237;lda;0.0042194093;
Adempiere;10;2147483647;lda;4.6566128752458E-010;
Adempiere;11;2147483647;lda;4.6566128752458E-010;
Adempiere;12;202;lda;0.004950495;
Adempiere;13;373;lda;0.0026809651;
Adempiere;14;220;lda;0.0045454545;
Adempiere;15;20;lda;0.05;
Adempiere;16;371;lda;0.0026954178;
Adempiere;17;1050;lda;0.000952381;0.0098620694
ATunes;1;258;lda;0.003875969;
ATunes;2;495;lda;0.002020202;
ATunes;3;342;lda;0.0029239766;
ATunes;4;573;lda;0.0017452007;
ATunes;5;2147483647;lda;4.6566128752458E-010;
ATunes;6;422;lda;0.0023696682;
ATunes;7;38;lda;0.0263157895;
ATunes;8;443;lda;0.0022573363;
ATunes;9;207;lda;0.0048309179;
ATunes;10;589;lda;0.0016977929;
ATunes;11;3;lda;0.3333333333;
ATunes;12;15;lda;0.0666666667;
ATunes;13;680;lda;0.0014705882;
ATunes;14;35;lda;0.0285714286;
ATunes;15;2147483647;lda;4.6566128752458E-010;
ATunes;16;68;lda;0.0147058824;
ATunes;17;2147483647;lda;4.6566128752458E-010;0.0289873385
Mahout;526;571;lda;0.0017513135;
Mahout;552;402;lda;0.0024875622;
Mahout;561;6;lda;0.1666666667;
Mahout;564;17;lda;0.0588235294;
Mahout;565;42;lda;0.0238095238;
Mahout;569;2147483647;lda;4.6566128752458E-010;
Mahout;576;485;lda;0.0020618557;
Mahout;580;2147483647;lda;4.6566128752458E-010;
Mahout;583;237;lda;0.0042194093;
Mahout;602;94;lda;0.0106382979;
Mahout;604;1598;lda;0.0006257822;
Mahout;610;43;lda;0.023255814;
Mahout;614;483;lda;0.0020703934;
Mahout;625;49;lda;0.0204081633;
Mahout;630;13;lda;0.0769230769;
Mahout;632;2147483647;lda;4.6566128752458E-010;
Mahout;641;241;lda;0.0041493776;
Mahout;678;97;lda;0.0103092784;0.0226777803
