system;query;lda;selected-ir;R-Rank;M-R-Rank
WinMerge;17;1111;lda;0.00090009;
WinMerge;18;2147483647;lda;4.6566128752458E-010;
WinMerge;19;2147483647;lda;4.6566128752458E-010;
WinMerge;20;101;lda;0.0099009901;
WinMerge;21;24;lda;0.0416666667;
WinMerge;22;847;lda;0.0011806375;
WinMerge;23;43;lda;0.023255814;0.0089486609
OpenJPA;1;83;lda;0.0120481928;
OpenJPA;2;43;lda;0.023255814;
OpenJPA;3;2147483647;lda;4.6566128752458E-010;
OpenJPA;4;3987;lda;0.0002508151;
OpenJPA;5;4498;lda;0.000222321;
OpenJPA;6;2837;lda;0.000352485;
OpenJPA;7;2856;lda;0.0003501401;
OpenJPA;8;16738;lda;5.97442944198829E-005;
OpenJPA;9;1457;lda;0.0006863418;
OpenJPA;10;2147483647;lda;4.6566128752458E-010;
OpenJPA;11;32961;lda;3.03388853493523E-005;
OpenJPA;12;2147483647;lda;4.6566128752458E-010;
OpenJPA;13;158;lda;0.0063291139;
OpenJPA;14;172;lda;0.0058139535;
OpenJPA;15;158;lda;0.0063291139;
OpenJPA;16;2147483647;lda;4.6566128752458E-010;
OpenJPA;17;5052;lda;0.0001979414;
OpenJPA;18;2147483647;lda;4.6566128752458E-010;
OpenJPA;19;4912;lda;0.0002035831;
OpenJPA;20;2582;lda;0.0003872967;
OpenJPA;21;1468;lda;0.0006811989;
OpenJPA;22;2147483647;lda;4.6566128752458E-010;
OpenJPA;23;3077;lda;0.0003249919;
OpenJPA;24;6373;lda;0.000156912;
OpenJPA;25;104;lda;0.0096153846;
OpenJPA;26;55;lda;0.0181818182;
OpenJPA;27;100;lda;0.01;
OpenJPA;28;6765;lda;0.0001478197;
OpenJPA;29;2147483647;lda;4.6566128752458E-010;
OpenJPA;30;4612;lda;0.0002168257;
OpenJPA;31;2147483647;lda;4.6566128752458E-010;
OpenJPA;32;2571;lda;0.0003889537;
OpenJPA;33;2147483647;lda;4.6566128752458E-010;
OpenJPA;34;39;lda;0.0256410256;
OpenJPA;35;164;lda;0.006097561;
OpenJPA;36;2147483647;lda;4.6566128752458E-010;
OpenJPA;37;13;lda;0.0769230769;
OpenJPA;38;1913;lda;0.0005227392;
OpenJPA;39;173;lda;0.0057803468;
OpenJPA;40;31;lda;0.0322580645;
OpenJPA;41;25;lda;0.04;
OpenJPA;42;29;lda;0.0344827586;
OpenJPA;43;1994;lda;0.0005015045;
OpenJPA;44;1799;lda;0.0005558644;
OpenJPA;45;2287;lda;0.000437254;
OpenJPA;46;3040;lda;0.0003289474;
OpenJPA;47;3527;lda;0.0002835271;
OpenJPA;48;2147483647;lda;4.6566128752458E-010;
OpenJPA;49;6617;lda;0.0001511259;
OpenJPA;50;207;lda;0.0048309179;
OpenJPA;51;1707;lda;0.0005858231;
OpenJPA;52;75;lda;0.0133333333;
OpenJPA;53;48;lda;0.0208333333;
OpenJPA;54;81;lda;0.012345679;
OpenJPA;55;2147483647;lda;4.6566128752458E-010;
OpenJPA;56;4555;lda;0.000219539;
OpenJPA;57;2147483647;lda;4.6566128752458E-010;
OpenJPA;58;2147483647;lda;4.6566128752458E-010;
OpenJPA;59;10236;lda;9.76944118796405E-005;
OpenJPA;60;2147483647;lda;4.6566128752458E-010;
OpenJPA;61;2147483647;lda;4.6566128752458E-010;
OpenJPA;62;26347;lda;0.000037955;
OpenJPA;63;2147483647;lda;4.6566128752458E-010;
OpenJPA;64;3827;lda;0.0002613013;
OpenJPA;65;2800;lda;0.0003571429;
OpenJPA;66;1372;lda;0.000728863;
OpenJPA;67;2147483647;lda;4.6566128752458E-010;
OpenJPA;68;663;lda;0.0015082956;
OpenJPA;69;2984;lda;0.0003351206;
OpenJPA;70;137;lda;0.0072992701;
OpenJPA;71;987;lda;0.0010131712;
OpenJPA;72;5116;lda;0.0001954652;
OpenJPA;73;2147483647;lda;4.6566128752458E-010;
OpenJPA;74;10919;lda;9.15834783405074E-005;
OpenJPA;75;2147483647;lda;4.6566128752458E-010;
OpenJPA;76;607;lda;0.0016474465;
OpenJPA;77;334;lda;0.002994012;
OpenJPA;78;2147483647;lda;4.6566128752458E-010;
OpenJPA;79;1216;lda;0.0008223684;
OpenJPA;80;3527;lda;0.0002835271;
OpenJPA;81;1727;lda;0.0005790388;
OpenJPA;82;177;lda;0.0056497175;
OpenJPA;83;117;lda;0.0085470085;
OpenJPA;84;57;lda;0.0175438596;
OpenJPA;85;1347;lda;0.0007423905;
OpenJPA;86;52;lda;0.0192307692;
OpenJPA;87;1675;lda;0.0005970149;
OpenJPA;88;2147483647;lda;4.6566128752458E-010;
OpenJPA;89;2170;lda;0.0004608295;
OpenJPA;90;2147483647;lda;4.6566128752458E-010;
OpenJPA;91;2147483647;lda;4.6566128752458E-010;
OpenJPA;92;14671;lda;6.8161679503783E-005;
OpenJPA;93;2147483647;lda;4.6566128752458E-010;
OpenJPA;94;1049;lda;0.0009532888;
OpenJPA;95;417;lda;0.0023980815;
OpenJPA;96;99;lda;0.0101010101;
OpenJPA;97;2147483647;lda;4.6566128752458E-010;
OpenJPA;98;22029;lda;4.53947069771665E-005;
OpenJPA;99;2147483647;lda;4.6566128752458E-010;0.004615488
FileZilla;1;287;lda;0.0034843206;
FileZilla;2;55;lda;0.0181818182;
FileZilla;3;85;lda;0.0117647059;
FileZilla;4;31;lda;0.0322580645;
FileZilla;5;83;lda;0.0120481928;
FileZilla;6;4;lda;0.25;
FileZilla;7;404;lda;0.0024752475;
FileZilla;8;58;lda;0.0172413793;
FileZilla;9;2147483647;lda;4.6566128752458E-010;
FileZilla;10;38;lda;0.0263157895;
FileZilla;11;377;lda;0.0026525199;
FileZilla;12;161;lda;0.0062111801;
FileZilla;13;2147483647;lda;4.6566128752458E-010;
FileZilla;14;326;lda;0.0030674847;
FileZilla;15;1118;lda;0.0008944544;
FileZilla;16;178;lda;0.0056179775;
FileZilla;17;2147483647;lda;4.6566128752458E-010;
FileZilla;18;2147483647;lda;4.6566128752458E-010;
FileZilla;19;37;lda;0.027027027;
FileZilla;20;65;lda;0.0153846154;
FileZilla;21;17;lda;0.0588235294;
FileZilla;22;60;lda;0.0166666667;
FileZilla;23;14;lda;0.0714285714;
FileZilla;24;33;lda;0.0303030303;
FileZilla;25;420;lda;0.0023809524;
FileZilla;26;61;lda;0.0163934426;
FileZilla;27;667;lda;0.0014992504;
FileZilla;28;167;lda;0.005988024;
FileZilla;29;2147483647;lda;4.6566128752458E-010;0.0220037326
Derby;1;5656;lda;0.0001768034;
Derby;2;13894;lda;7.19735137469411E-005;
Derby;3;4850;lda;0.0002061856;
Derby;4;2147483647;lda;4.6566128752458E-010;
Derby;5;4123;lda;0.0002425418;
Derby;6;8268;lda;0.0001209482;
Derby;7;2147483647;lda;4.6566128752458E-010;
Derby;8;9749;lda;0.0001025746;
Derby;9;2147483647;lda;4.6566128752458E-010;
Derby;10;2147483647;lda;4.6566128752458E-010;
Derby;11;7461;lda;0.0001340303;
Derby;12;1064;lda;0.0009398496;
Derby;13;224;lda;0.0044642857;
Derby;14;2041;lda;0.0004899559;
Derby;15;288;lda;0.0034722222;
Derby;16;680;lda;0.0014705882;
Derby;17;785;lda;0.0012738854;
Derby;18;677;lda;0.0014771049;
Derby;19;313;lda;0.0031948882;
Derby;20;7739;lda;0.0001292157;
Derby;21;914;lda;0.0010940919;
Derby;22;2147483647;lda;4.6566128752458E-010;
Derby;23;6622;lda;0.0001510118;
Derby;24;2147483647;lda;4.6566128752458E-010;
Derby;25;8648;lda;0.0001156337;
Derby;26;6484;lda;0.0001542258;
Derby;27;1658;lda;0.0006031363;
Derby;28;47;lda;0.0212765957;
Derby;29;22039;lda;4.53741095331004E-005;
Derby;30;181;lda;0.0055248619;
Derby;31;3279;lda;0.000304971;
Derby;32;3322;lda;0.0003010235;
Derby;33;1703;lda;0.0005871991;
Derby;34;612;lda;0.0016339869;
Derby;35;3608;lda;0.0002771619;
Derby;36;1060;lda;0.0009433962;
Derby;37;2147483647;lda;4.6566128752458E-010;
Derby;38;26504;lda;3.77301539390281E-005;
Derby;39;24149;lda;4.14095821773158E-005;
Derby;40;1351;lda;0.0007401925;
Derby;41;237;lda;0.0042194093;
Derby;42;1442;lda;0.0006934813;
Derby;43;13396;lda;7.46491489997014E-005;
Derby;44;22022;lda;4.54091363182272E-005;
Derby;45;3686;lda;0.0002712968;
Derby;46;3944;lda;0.0002535497;
Derby;47;2134;lda;0.0004686036;
Derby;48;1548;lda;0.0006459948;
Derby;49;556;lda;0.0017985612;
Derby;50;1175;lda;0.0008510638;
Derby;51;13237;lda;7.55458185389439E-005;
Derby;52;2147483647;lda;4.6566128752458E-010;
Derby;53;1394;lda;0.0007173601;
Derby;54;687;lda;0.0014556041;
Derby;55;162;lda;0.0061728395;
Derby;56;120;lda;0.0083333333;
Derby;57;162;lda;0.0061728395;
Derby;58;2147483647;lda;4.6566128752458E-010;
Derby;59;27299;lda;3.66313784387706E-005;
Derby;60;2147483647;lda;4.6566128752458E-010;
Derby;61;100;lda;0.01;
Derby;62;123;lda;0.0081300813;
Derby;63;110;lda;0.0090909091;
Derby;64;768;lda;0.0013020833;
Derby;65;891;lda;0.0011223345;
Derby;66;654;lda;0.001529052;
Derby;67;15142;lda;6.60414740457007E-005;
Derby;68;6559;lda;0.0001524623;
Derby;69;2646;lda;0.0003779289;
Derby;70;525;lda;0.0019047619;
Derby;71;1148;lda;0.0008710801;
Derby;72;697;lda;0.0014347202;
Derby;73;227;lda;0.0044052863;
Derby;74;6;lda;0.1666666667;
Derby;75;2147483647;lda;4.6566128752458E-010;
Derby;76;2147483647;lda;4.6566128752458E-010;
Derby;77;2841;lda;0.0003519887;
Derby;78;6934;lda;0.0001442169;
Derby;79;3863;lda;0.0002588662;
Derby;80;3883;lda;0.0002575328;
Derby;81;4712;lda;0.0002122241;
Derby;82;224;lda;0.0044642857;
Derby;83;250;lda;0.004;
Derby;84;182;lda;0.0054945055;
Derby;85;2991;lda;0.0003343363;
Derby;86;2411;lda;0.0004147657;
Derby;87;597;lda;0.0016750419;
Derby;88;708;lda;0.0014124294;
Derby;89;1513;lda;0.0006609385;
Derby;90;781;lda;0.0012804097;
Derby;91;8002;lda;0.0001249688;
Derby;92;9117;lda;0.0001096852;
Derby;93;9641;lda;0.0001037237;
Derby;94;1604;lda;0.0006234414;
Derby;95;3028;lda;0.000330251;
Derby;96;3123;lda;0.0003202049;0.0032678381
Adempiere;1;2946;lda;0.0003394433;
Adempiere;2;738;lda;0.0013550136;
Adempiere;3;2147483647;lda;4.6566128752458E-010;
Adempiere;4;366;lda;0.0027322404;
Adempiere;5;22;lda;0.0454545455;
Adempiere;6;261;lda;0.0038314176;
Adempiere;7;101;lda;0.0099009901;
Adempiere;8;134;lda;0.0074626866;
Adempiere;9;115;lda;0.0086956522;
Adempiere;10;2147483647;lda;4.6566128752458E-010;
Adempiere;11;2147483647;lda;4.6566128752458E-010;
Adempiere;12;65;lda;0.0153846154;
Adempiere;13;351;lda;0.0028490028;
Adempiere;14;153;lda;0.0065359477;
Adempiere;15;82;lda;0.012195122;
Adempiere;16;857;lda;0.0011668611;
Adempiere;17;437;lda;0.0022883295;0.00707011
ATunes;1;2147483647;lda;4.6566128752458E-010;
ATunes;2;554;lda;0.0018050542;
ATunes;3;2147483647;lda;4.6566128752458E-010;
ATunes;4;2147483647;lda;4.6566128752458E-010;
ATunes;5;2147483647;lda;4.6566128752458E-010;
ATunes;6;2147483647;lda;4.6566128752458E-010;
ATunes;7;37;lda;0.027027027;
ATunes;8;1053;lda;0.0009496676;
ATunes;9;185;lda;0.0054054054;
ATunes;10;288;lda;0.0034722222;
ATunes;11;7;lda;0.1428571429;
ATunes;12;7;lda;0.1428571429;
ATunes;13;508;lda;0.0019685039;
ATunes;14;51;lda;0.0196078431;
ATunes;15;2147483647;lda;4.6566128752458E-010;
ATunes;16;285;lda;0.0035087719;
ATunes;17;2147483647;lda;4.6566128752458E-010;0.0205563991
Mahout;526;860;lda;0.0011627907;
Mahout;552;370;lda;0.0027027027;
Mahout;561;8;lda;0.125;
Mahout;564;43;lda;0.023255814;
Mahout;565;47;lda;0.0212765957;
Mahout;569;2147483647;lda;4.6566128752458E-010;
Mahout;576;548;lda;0.0018248175;
Mahout;580;2147483647;lda;4.6566128752458E-010;
Mahout;583;69;lda;0.0144927536;
Mahout;602;115;lda;0.0086956522;
Mahout;604;1739;lda;0.0005750431;
Mahout;610;124;lda;0.0080645161;
Mahout;614;129;lda;0.007751938;
Mahout;625;33;lda;0.0303030303;
Mahout;630;38;lda;0.0263157895;
Mahout;632;2147483647;lda;4.6566128752458E-010;
Mahout;641;253;lda;0.0039525692;
Mahout;678;147;lda;0.0068027211;0.0156764853
